"","gene.list"
"14928","RANBP9"
"14929","CCDC90A"
"14930","DTNBP1"
"14931","ATXN1"
"14932","NUP153"
"14933","KIF13A"
"14934","NHLRC1"
"14935","TPMT"
"14936","DEK"
"14937","MBOAT1"
"14938","DCDC2"
"14939","GPLD1"
"14940","KIAA0319"
"14941","TDP2"
"14942","C6orf62"
"14943","FAM65B"
"14944","CMAH"
"14945","SLC17A2"
"14946","HIST1H1A"
"14947","HIST1H4B"
"14948","HIST1H3B"
"14949","HIST1H2AB"
"14950","HIST1H2BB"
"14951","HIST1H1C"
"14952","HIST1H2BC"
"14953","HIST1H4D"
"14954","HIST1H3D"
"14955","HIST1H2BG"
"14956","HIST1H1D"
"14957","HIST1H3F"
"14958","HIST1H3G"
"14959","HIST1H4H"
"14960","ZNF322A"
"14961","HIST1H2BJ"
"14962","ZNF204P"
"14963","ZNF184"
"14964","HIST1H2BL"
"14965","HIST1H4K"
"14966","HIST1H2AK"
"14967","HIST1H1B"
"14968","HIST1H3I"
"14969","HIST1H4L"
"14970","HIST1H3J"
"14971","HIST1H2AM"
"14972","LOC222699"
"14973","ZKSCAN4"
"14974","ZNF323"
"14975","ZSCAN12"
"14976","ZSCAN23"
"14977","GPX6"
"14978","SCAND3"
"14979","TRIM27"
"14980","MAS1L"
"14981","UBD"
"14982","GABBR1"
"14983","ZFP57"
"14984","HCG4"
"14985","HCG8"
"14986","RNF39"
"14987","TRIM31"
"14988","TRIM10"
"14989","TRIM26"
"14990","GNL1"
"14991","PPP1R10"
"14992","DHX16"
"14993","KIAA1949"
"14994","NRM"
"14995","MDC1"
"14996","FLOT1"
"14997","IER3"
"14998","SFTA2"
"14999","C6orf15"
"15000","CDSN"
"15001","PSORS1C2"
"15002","CCHCR1"
"15003","POU5F1"
"15004","HLA-C"
"15005","HLA-B"
"15006","BAT1"
"15007","SNORD117"
"15008","ATP6V1G2"
"15009","LTB"
"15010","NCR3"
"15011","BAT3"
"15012","C6orf47"
"15013","BAT4"
"15014","LY6G5C"
"15015","BAT5"
"15016","LY6G6E"
"15017","LY6G6C"
"15018","DDAH2"
"15019","CLIC1"
"15020","C6orf27"
"15021","VARS"
"15022","LSM2"
"15023","HSPA1L"
"15024","NEU1"
"15025","SLC44A4"
"15026","EHMT2"
"15027","ZBTB12"
"15028","RDBP"
"15029","DOM3Z"
"15030","TNXB"
"15031","TNXA"
"15032","ATF6B"
"15033","FKBPL"
"15034","PRRT1"
"15035","AGPAT1"
"15036","AGER"
"15037","GPSM3"
"15038","NOTCH4"
"15039","BTNL2"
"15040","HLA-DRB5"
"15041","HLA-DQB1"
"15042","HLA-DQB2"
"15043","HLA-DOB"
"15044","TAP2"
"15045","PSMB8"
"15046","TAP1"
"15047","PPP1R2P1"
"15048","HLA-DMB"
"15049","HLA-DMA"
"15050","HLA-DOA"
"15051","HLA-DPA1"
"15052","COL11A2"
"15053","RXRB"
"15054","VPS52"
"15055","WDR46"
"15056","RGL2"
"15057","TAPBP"
"15058","ZBTB22"
"15059","DAXX"
"15060","LYPLA2P1"
"15061","CUTA"
"15062","BAK1"
"15063","C6orf227"
"15064","C6orf125"
"15065","IP6K3"
"15066","LEMD2"
"15067","MLN"
"15068","GRM4"
"15069","C6orf1"
"15070","NUDT3"
"15071","RPS10"
"15072","SPDEF"
"15073","C6orf106"
"15074","TAF11"
"15075","TCP11"
"15076","TEAD3"
"15077","TULP1"
"15078","FKBP5"
"15079","CLPS"
"15080","SRPK1"
"15081","SLC26A8"
"15082","C6orf222"
"15083","ETV7"
"15084","STK38"
"15085","CPNE5"
"15086","PPIL1"
"15087","MTCH1"
"15088","TMEM217"
"15089","C6orf129"
"15090","MDGA1"
"15091","BTBD9"
"15092","GLO1"
"15093","C6orf64"
"15094","KCNK5"
"15095","KCNK17"
"15096","KCNK16"
"15097","KIF6"
"15098","MOCS1"
"15099","FLJ41649"
"15100","UNC5CL"
"15101","C6orf130"
"15102","TREML1"
"15103","TREM2"
"15104","TREML2"
"15105","TREML3"
"15106","TREM1"
"15107","TFEB"
"15108","PGC"
"15109","FRS3"
"15110","USP49"
"15111","MED20"
"15112","CCND3"
"15113","C6orf132"
"15114","GUCA1B"
"15115","MRPS10"
"15116","TRERF1"
"15117","PRPH2"
"15118","TBCC"
"15119","C6orf226"
"15120","PEX6"
"15121","MEA1"
"15122","CUL7"
"15123","MRPL2"
"15124","C6orf108"
"15125","CRIP3"
"15126","ZNF318"
"15127","DLK2"
"15128","C6orf154"
"15129","YIPF3"
"15130","XPO5"
"15131","GTPBP2"
"15132","MRPS18A"
"15133","MRPL14"
"15134","SLC35B2"
"15135","NFKBIE"
"15136","TCTE1"
"15137","AARS2"
"15138","SUPT3H"
"15139","CLIC5"
"15140","ENPP5"
"15141","RCAN2"
"15142","CYP39A1"
"15143","PLA2G7"
"15144","GPR116"
"15145","GPR110"
"15146","TNFRSF21"
"15147","C6orf138"
"15148","MUT"
"15149","RHAG"
"15150","CRISP2"
"15151","CRISP3"
"15152","PGK2"
"15153","DEFB113"
"15154","FTH1P5"
"15155","PKHD1"
"15156","IL17F"
"15157","MCM3"
"15158","TRAM2"
"15159","GSTA1"
"15160","GSTA4"
"15161","ICK"
"15162","ELOVL5"
"15163","GCLC"
"15164","HMGCLL1"
"15165","BMP5"
"15166","COL21A1"
"15167","DST"
"15168","RAB23"
"15169","GUSBP4"
"15170","KHDRBS2"
"15171","LMBRD1"
"15172","COL9A1"
"15173","B3GAT2"
"15174","MIR30C2"
"15175","MIR30A"
"15176","C6orf155"
"15177","KHDC1"
"15178","RPL39"
"15179","C6orf150"
"15180","EEF1A1"
"15181","SLC17A5"
"15182","COL12A1"
"15183","COX7A2"
"15184","TMEM30A"
"15185","FILIP1"
"15186","HTR1B"
"15187","PHIP"
"15188","HMGN3"
"15189","FLJ13744"
"15190","LCA5"
"15191","FAM46A"
"15192","IBTK"
"15193","UBE2CBP"
"15194","PGM3"
"15195","ME1"
"15196","SNAP91"
"15197","KIAA1009"
"15198","TBX18"
"15199","SNX14"
"15200","SYNCRIP"
"15201","SNORD50A"
"15202","SNORD50B"
"15203","CGA"
"15204","RARS2"
"15205","AKIRIN2"
"15206","CNR1"
"15207","RNGTT"
"15208","SRSF12"
"15209","GABRR1"
"15210","GABRR2"
"15211","UBE2J1"
"15212","RRAGD"
"15213","MDN1"
"15214","BACH2"
"15215","MAP3K7"
"15216","EPHA7"
"15217","GPR63"
"15218","NDUFAF4"
"15219","MMS22L"
"15220","FBXL4"
"15221","C6orf168"
"15222","COQ3"
"15223","SFRS18"
"15224","USP45"
"15225","CCNC"
"15226","MCHR2"
"15227","SIM1"
"15228","ASCC3"
"15229","HACE1"
"15230","BVES"
"15231","PREP"
"15232","ATG5"
"15233","RTN4IP1"
"15234","BEND3"
"15235","PDSS2"
"15236","SCML4"
"15237","SEC63"
"15238","OSTM1"
"15239","SNX3"
"15240","SESN1"
"15241","CD164"
"15242","PPIL6"
"15243","MICAL1"
"15244","ZBTB24"
"15245","AKD1"
"15246","WASF1"
"15247","C6orf186"
"15248","DDO"
"15249","SLC22A16"
"15250","CDK19"
"15251","GSTM2P1"
"15252","REV3L"
"15253","TRAF3IP2"
"15254","FYN"
"15255","TUBE1"
"15256","LAMA4"
"15257","HDAC2"
"15258","HS3ST5"
"15259","FRK"
"15260","COL10A1"
"15261","TSPYL4"
"15262","TSPYL1"
"15263","BET3L"
"15264","ZUFSP"
"15265","FAM162B"
"15266","GOPC"
"15267","C6orf204"
"15268","MCM9"
"15269","FAM184A"
"15270","MAN1A1"
"15271","C6orf170"
"15272","SERINC1"
"15273","HDDC2"
"15274","ECHDC1"
"15275","C6orf174"
"15276","THEMIS"
"15277","PTPRK"
"15278","ARHGAP18"
"15279","SAMD3"
"15280","EPB41L2"
"15281","MED23"
"15282","OR2A4"
"15283","CTAGE4"
"15284","CTGF"
"15285","MOXD1"
"15286","STX7"
"15287","TAAR5"
"15288","VNN1"
"15289","VNN2"
"15290","C6orf192"
"15291","SLC2A12"
"15292","SGK1"
"15293","ALDH8A1"
"15294","HBS1L"
"15295","AHI1"
"15296","BCLAF1"
"15297","MAP7"
"15298","MAP3K5"
"15299","IL20RA"
"15300","IL22RA2"
"15301","IFNGR1"
"15302","OLIG3"
"15303","PERP"
"15304","NHSL1"
"15305","REPS1"
"15306","TXLNB"
"15307","CITED2"
"15308","HIVEP2"
"15309","ADAT2"
"15310","FUCA2"
"15311","PLAGL1"
"15312","SF3B5"
"15313","EPM2A"
"15314","FBXO30"
"15315","SHPRH"
"15316","ZC3H12D"
"15317","PPIL4"
"15318","KATNA1"
"15319","LATS1"
"15320","NUP43"
"15321","RAET1G"
"15322","RAET1L"
"15323","ULBP3"
"15324","ZBTB2"
"15325","RMND1"
"15326","SYNE1"
"15327","FBXO5"
"15328","RGS17"
"15329","IPCEF1"
"15330","CNKSR3"
"15331","TFB1M"
"15332","C6orf35"
"15333","SERAC1"
"15334","DYNLT1"
"15335","EZR"
"15336","RSPH3"
"15337","TAGAP"
"15338","FLJ27255"
"15339","SOD2"
"15340","TCP1"
"15341","SNORA20"
"15342","SNORA29"
"15343","LPAL2"
"15344","LPA"
"15345","AGPAT4"
"15346","NCRNA00241"
"15347","PARK2"
"15348","PDE10A"
"15349","T"
"15350","PRR18"
"15351","SFT2D1"
"15352","BRP44L"
"15353","RPS6KA2"
"15354","RNASET2"
"15355","GPR31"
"15356","LOC401286"
"15357","C6orf124"
"15358","HGC6.3"
"15359","C6orf54"
"15360","FRMD1"
"15361","DACT2"
"15362","THBS2"
"15363","WDR27"
"15364","DLL1"
"15365","PSMB1"
"15366","PDCD2"
"15367","FAM20C"
"15368","PDGFA"
"15369","HEATR2"
"15370","SUN1"
"15371","FLJ44124"
"15372","GET4"
"15373","CYP2W1"
"15374","GPR146"
"15375","GPER"
"15376","UNCX"
"15377","MAFK"
"15378","ELFN1"
"15379","LOC100128374"
"15380","NUDT1"
"15381","EIF3B"
"15382","CHST12"
"15383","LOC100288594"
"15384","LFNG"
"15385","IQCE"
"15386","TTYH3"
"15387","AMZ1"
"15388","SDK1"
"15389","FOXK1"
"15390","SNORD13P2"
"15391","KIAA0415"
"15392","RNF216L"
"15393","RBAK"
"15394","LOC389458"
"15395","WIPI2"
"15396","SLC29A4"
"15397","FSCN1"
"15398","OCM"
"15399","CCZ1"
"15400","AIMP2"
"15401","USP42"
"15402","RAC1"
"15403","ZDHHC4"
"15404","C7orf26"
"15405","PMS2CL"
"15406","C1GALT1"
"15407","MIOS"
"15408","GLCCI1"
"15409","NXPH1"
"15410","PHF14"
"15411","TMEM106B"
"15412","SCIN"
"15413","ARL4A"
"15414","BZW2"
"15415","TSPAN13"
"15416","AHR"
"15417","HDAC9"
"15418","ITGB8"
"15419","RPL23P8"
"15420","SP4"
"15421","IL6"
"15422","KLHL7"
"15423","NUPL2"
"15424","GPNMB"
"15425","IGF2BP3"
"15426","RPS2P32"
"15427","CCDC126"
"15428","C7orf46"
"15429","NPY"
"15430","MPP6"
"15431","NFE2L3"
"15432","CBX3"
"15433","SNX10"
"15434","LOC441204"
"15435","EVX1"
"15436","TAX1BP1"
"15437","CREB5"
"15438","CHN2"
"15439","PRR15"
"15440","WIPF3"
"15441","PLEKHA8"
"15442","C7orf41"
"15443","ZNRF2"
"15444","GARS"
"15445","INMT"
"15446","FAM188B"
"15447","AQP1"
"15448","GHRHR"
"15449","ADCYAP1R1"
"15450","CCDC129"
"15451","C7orf16"
"15452","AVL9"
"15453","LOC441208"
"15454","FKBP9"
"15455","BBS9"
"15456","FLJ20712"
"15457","BMPER"
"15458","SEPT7"
"15459","PP13004"
"15460","EEPD1"
"15461","ANLN"
"15462","GPR141"
"15463","EPDR1"
"15464","STARD3NL"
"15465","POU6F2"
"15466","C7orf36"
"15467","RALA"
"15468","CDK13"
"15469","C7orf10"
"15470","MRPL32"
"15471","HECW1"
"15472","STK17A"
"15473","BLVRA"
"15474","UBE2D4"
"15475","SPDYE1"
"15476","DBNL"
"15477","AEBP1"
"15478","YKT6"
"15479","OGDH"
"15480","ZMIZ2"
"15481","CCM2"
"15482","RAMP3"
"15483","ADCY1"
"15484","IGFBP1"
"15485","C7orf57"
"15486","UPP1"
"15487","ABCA13"
"15488","CDC14C"
"15489","VWC2"
"15490","IKZF1"
"15491","DDC"
"15492","POM121L12"
"15493","HAUS6"
"15494","VSTM2A"
"15495","EGFR"
"15496","LANCL2"
"15497","ZNF713"
"15498","MRPS17"
"15499","GBAS"
"15500","CCT6A"
"15501","SNORA15"
"15502","SUMF2"
"15503","TNRC18"
"15504","ZNF716"
"15505","ARAF2P"
"15506","LOC100132217"
"15507","ZNF107"
"15508","ZNF138"
"15509","ZNF273"
"15510","INTS4L1"
"15511","ZNF92"
"15512","INTS4L2"
"15513","SNORA22"
"15514","DKFZP434F142"
"15515","VKORC1L1"
"15516","ASL"
"15517","CRCP"
"15518","TPST1"
"15519","KCTD7"
"15520","RABGEF1"
"15521","C7orf42"
"15522","TYW1"
"15523","SPDYE7P"
"15524","STAG3L4"
"15525","AUTS2"
"15526","WBSCR17"
"15527","POM121"
"15528","FKBP6"
"15529","PMS2L2"
"15530","PMS2P5"
"15531","NCF1"
"15532","FZD9"
"15533","VPS37D"
"15534","WBSCR22"
"15535","CLDN4"
"15536","WBSCR28"
"15537","ELN"
"15538","LIMK1"
"15539","EIF4H"
"15540","LAT2"
"15541","CLIP2"
"15542","GTF2IRD1"
"15543","GTF2I"
"15544","GATSL1"
"15545","GTF2IRD2B"
"15546","SPDYE8P"
"15547","STAG3L3"
"15548","TRIM73"
"15549","NSUN5P2"
"15550","SPDYE5"
"15551","RHBDD2"
"15552","POR"
"15553","SNORA14A"
"15554","MDH2"
"15555","SRRM3"
"15556","HSPB1"
"15557","ZP3"
"15558","DTX2"
"15559","UPK3B"
"15560","LOC100133091"
"15561","PMS2P11"
"15562","CCDC146"
"15563","PTPN12"
"15564","RSBN1L"
"15565","PHTF2"
"15566","GNAI1"
"15567","CD36"
"15568","DMTF1"
"15569","CROT"
"15570","RUNDC3B"
"15571","ADAM22"
"15572","DPY19L2P4"
"15573","STEAP1"
"15574","STEAP2"
"15575","C7orf63"
"15576","GTPBP10"
"15577","CLDN12"
"15578","CDK14"
"15579","FZD1"
"15580","AKAP9"
"15581","ANKIB1"
"15582","GATAD1"
"15583","C7orf64"
"15584","CCDC132"
"15585","GNG11"
"15586","COL1A2"
"15587","CASD1"
"15588","PEG10"
"15589","PPP1R9A"
"15590","DYNC1I1"
"15591","DLX6"
"15592","ACN9"
"15593","LMTK2"
"15594","BHLHA15"
"15595","BRI3"
"15596","FLJ30064"
"15597","NPTX2"
"15598","TRRAP"
"15599","ARPC1B"
"15600","MYH16"
"15601","ARPC1A"
"15602","BUD31"
"15603","CPSF4"
"15604","ZNF789"
"15605","ZKSCAN5"
"15606","ZNF655"
"15607","ZNF498"
"15608","ZKSCAN1"
"15609","ZSCAN21"
"15610","COPS6"
"15611","AP4M1"
"15612","CNPY4"
"15613","MBLAC1"
"15614","C7orf59"
"15615","STAG3"
"15616","PVRIG"
"15617","PILRB"
"15618","PILRA"
"15619","MEPCE"
"15620","C7orf51"
"15621","AGFG2"
"15622","FBXO24"
"15623","PCOLCE"
"15624","MOSPD3"
"15625","GNB2"
"15626","POP7"
"15627","EPO"
"15628","ZAN"
"15629","SLC12A9"
"15630","TRIP6"
"15631","SRRT"
"15632","MUC3A"
"15633","MUC12"
"15634","MUC17"
"15635","TRIM56"
"15636","SERPINE1"
"15637","AP1S1"
"15638","ZNHIT1"
"15639","EMID2"
"15640","CUX1"
"15641","SH2B2"
"15642","PRKRIP1"
"15643","ORAI2"
"15644","LRWD1"
"15645","SPDYE2"
"15646","FAM185A"
"15647","LRRC17"
"15648","NFE4"
"15649","PMPCB"
"15650","PSMC2"
"15651","LHFPL3"
"15652","MLL5"
"15653","RINT1"
"15654","CDHR3"
"15655","PIK3CG"
"15656","PRKAR2B"
"15657","HBP1"
"15658","DUS4L"
"15659","BCAP29"
"15660","CBLL1"
"15661","DLD"
"15662","DNAJB9"
"15663","LRRN3"
"15664","ZNF277"
"15665","IFRD1"
"15666","C7orf53"
"15667","FOXP2"
"15668","MDFIC"
"15669","TES"
"15670","CAV2"
"15671","CAV1"
"15672","MET"
"15673","CAPZA2"
"15674","ST7"
"15675","NAA38"
"15676","KCND2"
"15677","ING3"
"15678","C7orf58"
"15679","WNT16"
"15680","PTPRZ1"
"15681","LMOD2"
"15682","ARF5"
"15683","SND1"
"15684","C7orf54"
"15685","MIR129-1"
"15686","LEP"
"15687","C7orf68"
"15688","METTL2B"
"15689","FAM71F2"
"15690","FAM71F1"
"15691","CALU"
"15692","CCDC136"
"15693","FLNC"
"15694","ATP6V1F"
"15695","IRF5"
"15696","TPI1P2"
"15697","LOC407835"
"15698","TSPAN33"
"15699","SMO"
"15700","AHCYL2"
"15701","FAM40B"
"15702","NRF1"
"15703","KLHDC10"
"15704","CPA4"
"15705","CPA5"
"15706","CPA1"
"15707","MEST"
"15708","MKLN1"
"15709","EXOC4"
"15710","LRGUK"
"15711","BPGM"
"15712","CALD1"
"15713","TMEM140"
"15714","NUP205"
"15715","TRIM24"
"15716","TTC26"
"15717","UBN2"
"15718","C7orf55"
"15719","LUC7L2"
"15720","TBXAS1"
"15721","RAB19"
"15722","ADCK2"
"15723","NDUFB2"
"15724","AGK"
"15725","SSBP1"
"15726","TAS2R3"
"15727","TAS2R4"
"15728","TAS2R5"
"15729","LOC93432"
"15730","TRBC1"
"15731","PRSS1"
"15732","TRY6"
"15733","PRSS2"
"15734","EPHB6"
"15735","C7orf34"
"15736","OR6V1"
"15737","PIP"
"15738","GSTK1"
"15739","TMEM139"
"15740","CASP2"
"15741","CLCN1"
"15742","ZYX"
"15743","TAS2R60"
"15744","TAS2R41"
"15745","CTAGE15P"
"15746","FAM115C"
"15747","OR2F1"
"15748","OR6B1"
"15749","OR2A2"
"15750","OR2A20P"
"15751","OR2A1"
"15752","ARHGEF5"
"15753","C7orf11"
"15754","CNTNAP2"
"15755","C7orf33"
"15756","CUL1"
"15757","ZNF398"
"15758","ZNF282"
"15759","ZNF212"
"15760","ZNF783"
"15761","KRBA1"
"15762","SSPO"
"15763","ZNF862"
"15764","ATP6V0E2"
"15765","LRRC61"
"15766","C7orf29"
"15767","REPIN1"
"15768","ZNF775"
"15769","GIMAP8"
"15770","GIMAP7"
"15771","GIMAP4"
"15772","GIMAP2"
"15773","GIMAP1"
"15774","GIMAP5"
"15775","TMEM176A"
"15776","ABP1"
"15777","NOS3"
"15778","ABCB8"
"15779","ACCN3"
"15780","SLC4A2"
"15781","AGAP3"
"15782","CHPF2"
"15783","NUB1"
"15784","GALNT11"
"15785","PSPH"
"15786","ACTR3B"
"15787","FLJ16734"
"15788","DPP6"
"15789","HTR5A"
"15790","INSIG1"
"15791","EN2"
"15792","RBM33"
"15793","RNF32"
"15794","NOM1"
"15795","UBE3C"
"15796","DNAJB6"
"15797","WDR60"
"15798","PRKAR1B"
"15799","ADAP1"
"15800","COX19"
"15801","C7orf50"
"15802","MIR339"
"15803","ZFAND2A"
"15804","MICALL2"
"15805","INTS1"
"15806","LOC100128653"
"15807","TMEM184A"
"15808","PSMG3"
"15809","LOC401296"
"15810","MAD1L1"
"15811","FTSJ2"
"15812","SNX8"
"15813","C7orf27"
"15814","GNA12"
"15815","CARD11"
"15816","RADIL"
"15817","PAPOLB"
"15818","MMD2"
"15819","LOC100129484"
"15820","FBXL18"
"15821","ACTB"
"15822","RNF216"
"15823","PMS2"
"15824","EIF2AK1"
"15825","CYTH3"
"15826","C7orf70"
"15827","DAGLB"
"15828","KDELR2"
"15829","ZNF12"
"15830","COL28A1"
"15831","RPA3"
"15832","ICA1"
"15833","NDUFA4"
"15834","THSD7A"
"15835","VWDE"
"15836","ETV1"
"15837","TMEM195"
"15838","MEOX2"
"15839","SOSTDC1"
"15840","ANKMY2"
"15841","AGR2"
"15842","AGR3"
"15843","SNX13"
"15844","PRPS1L1"
"15845","TWIST1"
"15846","FERD3L"
"15847","TWISTNB"
"15848","TMEM196"
"15849","MACC1"
"15850","SP8"
"15851","CDCA7L"
"15852","RAPGEF5"
"15853","MGC87042"
"15854","TOMM7"
"15855","FAM126A"
"15856","TRA2A"
"15857","CLK2P"
"15858","DFNA5"
"15859","OSBPL3"
"15860","CYCS"
"15861","C7orf31"
"15862","HNRNPA2B1"
"15863","KIAA0087"
"15864","SKAP2"
"15865","HOXA1"
"15866","HOXA2"
"15867","HOXA3"
"15868","HOXA4"
"15869","HOXA5"
"15870","HOXA6"
"15871","HOXA7"
"15872","HOXA9"
"15873","HOXA10"
"15874","HOXA11"
"15875","HOXA13"
"15876","HIBADH"
"15877","JAZF1"
"15878","TRIL"
"15879","CPVL"
"15880","SCRN1"
"15881","FKBP14"
"15882","NOD1"
"15883","GGCT"
"15884","CRHR2"
"15885","PDE1C"
"15886","LSM5"
"15887","KBTBD2"
"15888","RP9P"
"15889","NT5C3"
"15890","RP9"
"15891","DPY19L1"
"15892","DPY19L2P1"
"15893","TBX20"
"15894","HERPUD2"
"15895","KIAA0895"
"15896","AOAH"
"15897","ELMO1"
"15898","SFRP4"
"15899","TARP"
"15900","TRGV3"
"15901","AMPH"
"15902","FAM183B"
"15903","VPS41"
"15904","INHBA"
"15905","GLI3"
"15906","C7orf25"
"15907","PSMA2"
"15908","C7orf44"
"15909","MRPS24"
"15910","URGCP"
"15911","POLR2J4"
"15912","RASA4"
"15913","PGAM2"
"15914","POLM"
"15915","POLD2"
"15916","MYL7"
"15917","GCK"
"15918","CAMK2B"
"15919","NUDCD3"
"15920","NPC1L1"
"15921","DDX56"
"15922","TMED4"
"15923","H2AFV"
"15924","PURB"
"15925","MYO1G"
"15926","SNORA9"
"15927","LOC100128364"
"15928","NACAD"
"15929","TBRG4"
"15930","SNORA5A"
"15931","SNORA5C"
"15932","SNORA5B"
"15933","IGFBP3"
"15934","TNS3"
"15935","PKD1L1"
"15936","HUS1"
"15937","FIGNL1"
"15938","GRB10"
"15939","COBL"
"15940","SEC61G"
"15941","FKBP9L"
"15942","PHKG1"
"15943","CHCHD2"
"15944","LOC389493"
"15945","LOC401357"
"15946","LOC441233"
"15947","ZNF680"
"15948","LOC168474"
"15949","ZNF117"
"15950","ERV3"
"15951","GUSB"
"15952","NCRNA00174"
"15953","SBDS"
"15954","PMS2P4"
"15955","CALN1"
"15956","TYW1B"
"15957","NSUN5"
"15958","TRIM50"
"15959","BAZ1B"
"15960","BCL7B"
"15961","TBL2"
"15962","MLXIPL"
"15963","DNAJC30"
"15964","STX1A"
"15965","ABHD11"
"15966","CLDN3"
"15967","WBSCR27"
"15968","RFC2"
"15969","GTF2IRD2"
"15970","STAG3L2"
"15971","WBSCR16"
"15972","POM121C"
"15973","PMS2P3"
"15974","HIP1"
"15975","CCL26"
"15976","CCL24"
"15977","TMEM120A"
"15978","STYXL1"
"15979","YWHAG"
"15980","SRCRB4D"
"15981","FDPSL2A"
"15982","POMZP3"
"15983","FGL2"
"15984","PION"
"15985","TMEM60"
"15986","MAGI2"
"15987","SEMA3C"
"15988","HGF"
"15989","CACNA2D1"
"15990","PCLO"
"15991","SEMA3E"
"15992","SEMA3A"
"15993","SEMA3D"
"15994","KIAA1324L"
"15995","C7orf23"
"15996","TP53TG1"
"15997","ABCB4"
"15998","ABCB1"
"15999","SLC25A40"
"16000","SRI"
"16001","STEAP4"
"16002","MTERF"
"16003","CYP51A1"
"16004","KRIT1"
"16005","ERVWE1"
"16006","PEX1"
"16007","CDK6"
"16008","SAMD9"
"16009","SAMD9L"
"16010","HEPACAM2"
"16011","TFPI2"
"16012","BET1"
"16013","SGCE"
"16014","PON3"
"16015","PON2"
"16016","PDK4"
"16017","SLC25A13"
"16018","SHFM1"
"16019","DLX5"
"16020","ASNS"
"16021","LOC441268"
"16022","OCM2"
"16023","TECPR1"
"16024","BAIAP2L1"
"16025","TMEM130"
"16026","SMURF1"
"16027","KPNA7"
"16028","PDAP1"
"16029","PTCD1"
"16030","ATP5J2"
"16031","ZNF394"
"16032","FAM200A"
"16033","OR2AE1"
"16034","TRIM4"
"16035","GJC3"
"16036","AZGP1"
"16037","ZNF3"
"16038","MCM7"
"16039","MIR25"
"16040","MIR93"
"16041","MIR106B"
"16042","TAF6"
"16043","C7orf43"
"16044","GAL3ST4"
"16045","GPC2"
"16046","GATS"
"16047","PMS2P1"
"16048","ZCWPW1"
"16049","C7orf47"
"16050","C7orf61"
"16051","TSC22D4"
"16052","LRCH4"
"16053","TFR2"
"16054","ACTL6B"
"16055","GIGYF1"
"16056","EPHB4"
"16057","UFSP1"
"16058","ACHE"
"16059","VGF"
"16060","MOGAT3"
"16061","PLOD3"
"16062","CLDN15"
"16063","FIS1"
"16064","RABL5"
"16065","MYL10"
"16066","ALKBH4"
"16067","POLR2J"
"16068","POLR2J3"
"16069","POLR2J2"
"16070","NAPEPLD"
"16071","DPY19L2P2"
"16072","DNAJC2"
"16073","SLC26A5"
"16074","RELN"
"16075","ORC5"
"16076","SRPK2"
"16077","PUS7"
"16078","YBX1P2"
"16079","ATXN7L1"
"16080","SYPL1"
"16081","FLJ36031"
"16082","COG5"
"16083","LAMB1"
"16084","NRCAM"
"16085","PNPLA8"
"16086","THAP5"
"16087","IMMP2L"
"16088","DOCK4"
"16089","TMEM168"
"16090","C7orf60"
"16091","LOC401397"
"16092","TFEC"
"16093","WNT2"
"16094","CTTNBP2"
"16095","TSPAN12"
"16096","FAM3C"
"16097","AASS"
"16098","FEZF1"
"16099","CADPS2"
"16100","RNF148"
"16101","NDUFA5"
"16102","WASL"
"16103","TMEM229A"
"16104","GPR37"
"16105","POT1"
"16106","GRM8"
"16107","ZNF800"
"16108","GCC1"
"16109","PAX4"
"16110","LRRC4"
"16111","RBM28"
"16112","IMPDH1"
"16113","OPN1SW"
"16114","KCP"
"16115","TNPO3"
"16116","CDC26"
"16117","UBE2H"
"16118","ZC3HC1"
"16119","TMEM209"
"16120","TSGA14"
"16121","COPG2"
"16122","KLF14"
"16123","PODXL"
"16124","LOC100128596"
"16125","PLXNA4"
"16126","CHCHD3"
"16127","SLC35B4"
"16128","AKR1B1"
"16129","C7orf49"
"16130","WDR91"
"16131","CNOT4"
"16132","SLC13A4"
"16133","FAM180A"
"16134","LUZP6"
"16135","PTN"
"16136","DGKI"
"16137","CREB3L2"
"16138","SVOPL"
"16139","ATP6V0A4"
"16140","KIAA1549"
"16141","ZC3HAV1L"
"16142","ZC3HAV1"
"16143","KLRG2"
"16144","HIPK2"
"16145","PARP12"
"16146","JHDM1D"
"16147","SLC37A3"
"16148","MKRN1"
"16149","DENND2A"
"16150","BRAF"
"16151","MRPS33"
"16152","KIAA1147"
"16153","FLJ40852"
"16154","CLEC5A"
"16155","TAS2R38"
"16156","TRPV6"
"16157","TRPV5"
"16158","KEL"
"16159","OR9A2"
"16160","FAM131B"
"16161","EPHA1"
"16162","FAM115A"
"16163","CTAGE6P"
"16164","OR2A9P"
"16165","OR2A7"
"16166","NOBOX"
"16167","TPK1"
"16168","EZH2"
"16169","PDIA4"
"16170","ZNF786"
"16171","ZNF425"
"16172","ZNF777"
"16173","ZNF746"
"16174","ZNF767"
"16175","ZNF467"
"16176","ACTR3C"
"16177","RARRES2"
"16178","GIMAP6"
"16179","TMEM176B"
"16180","ATG9B"
"16181","KCNH2"
"16182","CDK5"
"16183","FASTK"
"16184","TMUB1"
"16185","GBX1"
"16186","ASB10"
"16187","ABCF2"
"16188","SMARCD3"
"16189","LOC401433"
"16190","WDR86"
"16191","CRYGN"
"16192","PRKAG2"
"16193","MLL3"
"16194","XRCC2"
"16195","FLJ42291"
"16196","PAXIP1"
"16197","SHH"
"16198","C7orf13"
