"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000090817",1,1,0,0,0,NA
"RAMP_C_000090823",1,1,0,0,0,NA
"RAMP_C_000090825",1,1,0,0,0,NA
"RAMP_C_000090857",1,1,0,0,0,NA
"RAMP_C_000090891",1,1,0,0,0,NA
"RAMP_C_000090921",1,1,0,0,0,NA
"RAMP_C_000090943",1,1,0,0,0,NA
"RAMP_C_000090959",1,1,0,0,0,NA
"RAMP_C_000090995",1,1,0,0,0,NA
"RAMP_C_000091003",1,1,0,0,0,NA
"RAMP_C_000091010",1,1,0,0,0,NA
"RAMP_C_000091019",1,1,0,0,0,NA
"RAMP_C_000091027",1,1,0,0,0,NA
"RAMP_C_000091041",1,1,0,0,0,NA
"RAMP_C_000091053",1,1,0,0,0,NA
"RAMP_C_000091059",1,1,0,0,0,NA
"RAMP_C_000091122",1,1,0,0,0,NA
"RAMP_C_000091127",1,1,0,0,0,NA
"RAMP_C_000091131",1,1,0,0,0,NA
"RAMP_C_000091143",1,1,0,0,0,NA
"RAMP_C_000091146",1,1,0,0,0,NA
"RAMP_C_000091165",1,1,0,0,0,NA
"RAMP_C_000091169",1,1,0,0,0,NA
"RAMP_C_000091178",1,1,0,0,0,NA
"RAMP_C_000091187",1,1,0,0,0,NA
"RAMP_C_000091205",1,1,0,0,0,NA
"RAMP_C_000091206",1,1,0,0,0,NA
"RAMP_C_000091210",1,1,0,0,0,NA
"RAMP_C_000091228",1,1,0,0,0,NA
"RAMP_C_000091237",1,1,0,0,0,NA
"RAMP_C_000091250",1,1,0,0,0,NA
"RAMP_C_000091259",1,1,0,0,0,NA
"RAMP_C_000091313",1,1,0,0,0,NA
"RAMP_C_000091339",1,1,0,0,0,NA
"RAMP_C_000091359",1,1,0,0,0,NA
"RAMP_C_000091372",1,1,0,0,0,NA
"RAMP_C_000091387",1,1,0,0,0,NA
"RAMP_C_000091402",1,1,0,0,0,NA
"RAMP_C_000091408",1,1,0,0,0,NA
"RAMP_C_000091409",1,1,0,0,0,NA
"RAMP_C_000091422",1,1,0,0,0,NA
"RAMP_C_000091423",1,1,0,0,0,NA
"RAMP_C_000091437",1,1,0,0,0,NA
"RAMP_C_000091451",1,1,0,0,0,NA
"RAMP_C_000091456",1,1,0,0,0,NA
"RAMP_C_000091460",1,1,0,0,0,NA
"RAMP_C_000091472",1,1,0,0,0,NA
"RAMP_C_000091482",1,1,0,0,0,NA
"RAMP_C_000091490",1,1,0,0,0,NA
"RAMP_C_000091511",1,1,0,0,0,NA
"RAMP_C_000091512",1,1,0,0,0,NA
"RAMP_C_000091540",1,1,0,0,0,NA
"RAMP_C_000091562",1,1,0,0,0,NA
"RAMP_C_000091568",1,1,0,0,0,NA
"RAMP_C_000091606",1,1,0,0,0,NA
"RAMP_C_000091616",1,1,0,0,0,NA
"RAMP_C_000091632",1,1,0,0,0,NA
"RAMP_C_000091654",1,1,0,0,0,NA
"RAMP_C_000091665",1,1,0,0,0,NA
"RAMP_C_000091671",1,1,0,0,0,NA
"RAMP_C_000091675",1,1,0,0,0,NA
"RAMP_C_000091724",1,1,0,0,0,NA
"RAMP_C_000091725",1,1,0,0,0,NA
"RAMP_C_000091744",1,1,0,0,0,NA
"RAMP_C_000091746",1,1,0,0,0,NA
"RAMP_C_000091761",1,1,0,0,0,NA
"RAMP_C_000091762",1,1,0,0,0,NA
"RAMP_C_000091770",1,1,0,0,0,NA
"RAMP_C_000091774",1,1,0,0,0,NA
"RAMP_C_000091791",1,1,0,0,0,NA
"RAMP_C_000091829",1,1,0,0,0,NA
"RAMP_C_000091848",1,1,0,0,0,NA
"RAMP_C_000091873",1,1,0,0,0,NA
"RAMP_C_000091875",1,1,0,0,0,NA
"RAMP_C_000091883",1,1,0,0,0,NA
"RAMP_C_000091892",1,1,0,0,0,NA
"RAMP_C_000091893",1,1,0,0,0,NA
"RAMP_C_000091912",1,1,0,0,0,NA
"RAMP_C_000091922",1,1,0,0,0,NA
"RAMP_C_000091935",1,1,0,0,0,NA
"RAMP_C_000091939",1,1,0,0,0,NA
"RAMP_C_000091950",1,1,0,0,0,NA
"RAMP_C_000091957",1,1,0,0,0,NA
"RAMP_C_000091965",1,1,0,0,0,NA
"RAMP_C_000091990",1,1,0,0,0,NA
"RAMP_C_000091998",1,1,0,0,0,NA
"RAMP_C_000092008",1,1,0,0,0,NA
"RAMP_C_000092018",1,1,0,0,0,NA
"RAMP_C_000092025",1,1,0,0,0,NA
"RAMP_C_000092027",1,1,0,0,0,NA
"RAMP_C_000092031",1,1,0,0,0,NA
"RAMP_C_000092032",1,1,0,0,0,NA
"RAMP_C_000092040",1,1,0,0,0,NA
"RAMP_C_000092054",1,1,0,0,0,NA
"RAMP_C_000092059",1,1,0,0,0,NA
"RAMP_C_000092096",1,1,0,0,0,NA
"RAMP_C_000092120",1,1,0,0,0,NA
"RAMP_C_000092144",1,1,0,0,0,NA
"RAMP_C_000092167",1,1,0,0,0,NA
"RAMP_C_000092191",1,1,0,0,0,NA
"RAMP_C_000092203",1,1,0,0,0,NA
"RAMP_C_000092210",1,1,0,0,0,NA
"RAMP_C_000092215",1,1,0,0,0,NA
"RAMP_C_000092223",1,1,0,0,0,NA
"RAMP_C_000092234",1,1,0,0,0,NA
"RAMP_C_000092238",1,1,0,0,0,NA
"RAMP_C_000092273",1,1,0,0,0,NA
"RAMP_C_000092303",1,1,0,0,0,NA
"RAMP_C_000092324",1,1,0,0,0,NA
"RAMP_C_000092333",1,1,0,0,0,NA
"RAMP_C_000092348",1,1,0,0,0,NA
"RAMP_C_000092350",1,1,0,0,0,NA
"RAMP_C_000092375",1,1,0,0,0,NA
"RAMP_C_000092388",1,1,0,0,0,NA
"RAMP_C_000092393",1,1,0,0,0,NA
"RAMP_C_000092398",1,1,0,0,0,NA
"RAMP_C_000092450",1,1,0,0,0,NA
"RAMP_C_000092451",1,1,0,0,0,NA
"RAMP_C_000092456",1,1,0,0,0,NA
"RAMP_C_000092464",1,1,0,0,0,NA
"RAMP_C_000092475",1,1,0,0,0,NA
"RAMP_C_000092485",1,1,0,0,0,NA
"RAMP_C_000092486",1,1,0,0,0,NA
"RAMP_C_000092487",1,1,0,0,0,NA
"RAMP_C_000092496",1,1,0,0,0,NA
"RAMP_C_000092507",1,1,0,0,0,NA
"RAMP_C_000092510",1,1,0,0,0,NA
"RAMP_C_000092524",1,1,0,0,0,NA
"RAMP_C_000092556",1,1,0,0,0,NA
"RAMP_C_000092570",1,1,0,0,0,NA
"RAMP_C_000092580",1,1,0,0,0,NA
"RAMP_C_000092584",1,1,0,0,0,NA
"RAMP_C_000092592",1,1,0,0,0,NA
"RAMP_C_000092605",1,1,0,0,0,NA
"RAMP_C_000092622",1,1,0,0,0,NA
"RAMP_C_000092638",1,1,0,0,0,NA
"RAMP_C_000092646",1,1,0,0,0,NA
"RAMP_C_000092650",1,1,0,0,0,NA
"RAMP_C_000092661",1,1,0,0,0,NA
"RAMP_C_000092670",1,1,0,0,0,NA
"RAMP_C_000092696",1,1,0,0,0,NA
"RAMP_C_000092703",1,1,0,0,0,NA
"RAMP_C_000092721",1,1,0,0,0,NA
"RAMP_C_000092756",1,1,0,0,0,NA
"RAMP_C_000092778",1,1,0,0,0,NA
"RAMP_C_000092785",1,1,0,0,0,NA
"RAMP_C_000092802",1,1,0,0,0,NA
"RAMP_C_000092812",1,1,0,0,0,NA
"RAMP_C_000092815",1,1,0,0,0,NA
"RAMP_C_000092825",1,1,0,0,0,NA
"RAMP_C_000092826",1,1,0,0,0,NA
"RAMP_C_000092856",1,1,0,0,0,NA
"RAMP_C_000092871",1,1,0,0,0,NA
"RAMP_C_000092883",1,1,0,0,0,NA
"RAMP_C_000092898",1,1,0,0,0,NA
"RAMP_C_000092905",1,1,0,0,0,NA
"RAMP_C_000092913",1,1,0,0,0,NA
"RAMP_C_000092949",1,1,0,0,0,NA
"RAMP_C_000092952",1,1,0,0,0,NA
"RAMP_C_000093007",1,1,0,0,0,NA
"RAMP_C_000093010",1,1,0,0,0,NA
"RAMP_C_000093029",1,1,0,0,0,NA
"RAMP_C_000093084",1,1,0,0,0,NA
"RAMP_C_000093134",1,1,0,0,0,NA
"RAMP_C_000093140",1,1,0,0,0,NA
"RAMP_C_000093165",1,1,0,0,0,NA
"RAMP_C_000093178",1,1,0,0,0,NA
"RAMP_C_000093183",1,1,0,0,0,NA
"RAMP_C_000093195",1,1,0,0,0,NA
"RAMP_C_000093217",1,1,0,0,0,NA
"RAMP_C_000093226",1,1,0,0,0,NA
"RAMP_C_000093268",1,1,0,0,0,NA
"RAMP_C_000093270",1,1,0,0,0,NA
"RAMP_C_000093278",1,1,0,0,0,NA
"RAMP_C_000093302",1,1,0,0,0,NA
"RAMP_C_000093310",1,1,0,0,0,NA
"RAMP_C_000093312",1,1,0,0,0,NA
"RAMP_C_000093337",1,1,0,0,0,NA
"RAMP_C_000093352",1,1,0,0,0,NA
"RAMP_C_000093367",1,1,0,0,0,NA
"RAMP_C_000093378",1,1,0,0,0,NA
"RAMP_C_000093412",1,1,0,0,0,NA
"RAMP_C_000093413",1,1,0,0,0,NA
"RAMP_C_000093431",1,1,0,0,0,NA
"RAMP_C_000093433",1,1,0,0,0,NA
"RAMP_C_000093443",1,1,0,0,0,NA
"RAMP_C_000093470",1,1,0,0,0,NA
"RAMP_C_000093473",1,1,0,0,0,NA
"RAMP_C_000093480",1,1,0,0,0,NA
"RAMP_C_000093492",1,1,0,0,0,NA
"RAMP_C_000093497",1,1,0,0,0,NA
"RAMP_C_000093502",1,1,0,0,0,NA
"RAMP_C_000093549",1,1,0,0,0,NA
"RAMP_C_000093564",1,1,0,0,0,NA
"RAMP_C_000093574",1,1,0,0,0,NA
"RAMP_C_000093617",1,1,0,0,0,NA
"RAMP_C_000093626",1,1,0,0,0,NA
"RAMP_C_000093642",1,1,0,0,0,NA
"RAMP_C_000093662",1,1,0,0,0,NA
"RAMP_C_000093674",1,1,0,0,0,NA
"RAMP_C_000093677",1,1,0,0,0,NA
"RAMP_C_000093685",1,1,0,0,0,NA
"RAMP_C_000093708",1,1,0,0,0,NA
"RAMP_C_000093722",1,1,0,0,0,NA
"RAMP_C_000093726",1,1,0,0,0,NA
"RAMP_C_000093730",1,1,0,0,0,NA
"RAMP_C_000093747",1,1,0,0,0,NA
"RAMP_C_000093757",1,1,0,0,0,NA
"RAMP_C_000093769",1,1,0,0,0,NA
"RAMP_C_000093777",1,1,0,0,0,NA
"RAMP_C_000093786",1,1,0,0,0,NA
"RAMP_C_000093797",1,1,0,0,0,NA
"RAMP_C_000093798",1,1,0,0,0,NA
"RAMP_C_000093824",1,1,0,0,0,NA
"RAMP_C_000093827",1,1,0,0,0,NA
"RAMP_C_000093835",1,1,0,0,0,NA
"RAMP_C_000093846",1,1,0,0,0,NA
"RAMP_C_000093853",1,1,0,0,0,NA
"RAMP_C_000093856",1,1,0,0,0,NA
"RAMP_C_000093868",1,1,0,0,0,NA
"RAMP_C_000093881",1,1,0,0,0,NA
"RAMP_C_000093907",1,1,0,0,0,NA
"RAMP_C_000093910",1,1,0,0,0,NA
"RAMP_C_000093916",1,1,0,0,0,NA
"RAMP_C_000093917",1,1,0,0,0,NA
"RAMP_C_000093944",1,1,0,0,0,NA
"RAMP_C_000093959",1,1,0,0,0,NA
"RAMP_C_000093970",1,1,0,0,0,NA
"RAMP_C_000093973",1,1,0,0,0,NA
"RAMP_C_000093983",1,1,0,0,0,NA
"RAMP_C_000093986",1,1,0,0,0,NA
"RAMP_C_000093989",1,1,0,0,0,NA
"RAMP_C_000094013",1,1,0,0,0,NA
"RAMP_C_000094018",1,1,0,0,0,NA
"RAMP_C_000094021",1,1,0,0,0,"Dl-Felodipine"
"RAMP_C_000094033",1,1,0,0,0,NA
"RAMP_C_000094068",1,1,0,0,0,NA
"RAMP_C_000094088",1,1,0,0,0,NA
"RAMP_C_000094118",1,1,0,0,0,NA
"RAMP_C_000094119",1,1,0,0,0,NA
"RAMP_C_000094129",1,1,0,0,0,NA
"RAMP_C_000094134",1,1,0,0,0,NA
"RAMP_C_000094139",1,1,0,0,0,NA
"RAMP_C_000094145",1,1,0,0,0,NA
"RAMP_C_000094148",1,1,0,0,0,NA
"RAMP_C_000094156",1,1,0,0,0,NA
"RAMP_C_000094164",1,1,0,0,0,NA
"RAMP_C_000094174",1,1,0,0,0,NA
"RAMP_C_000094182",1,1,0,0,0,NA
"RAMP_C_000094188",1,1,0,0,0,NA
"RAMP_C_000094191",1,1,0,0,0,NA
"RAMP_C_000094196",1,1,0,0,0,NA
"RAMP_C_000094207",1,1,0,0,0,NA
"RAMP_C_000094225",1,1,0,0,0,NA
"RAMP_C_000094246",1,1,0,0,0,NA
"RAMP_C_000094255",1,1,0,0,0,NA
"RAMP_C_000094262",1,1,0,0,0,NA
"RAMP_C_000094268",1,1,0,0,0,NA
"RAMP_C_000094273",1,1,0,0,0,NA
"RAMP_C_000094287",1,1,0,0,0,NA
"RAMP_C_000094301",1,1,0,0,0,NA
"RAMP_C_000094306",1,1,0,0,0,NA
"RAMP_C_000094308",1,1,0,0,0,NA
"RAMP_C_000094332",1,1,0,0,0,NA
"RAMP_C_000094353",1,1,0,0,0,NA
"RAMP_C_000094396",1,1,0,0,0,NA
"RAMP_C_000094398",1,1,0,0,0,NA
"RAMP_C_000094420",1,1,0,0,0,NA
"RAMP_C_000094433",1,1,0,0,0,NA
"RAMP_C_000094442",1,1,0,0,0,NA
"RAMP_C_000094444",1,1,0,0,0,NA
"RAMP_C_000094456",1,1,0,0,0,NA
"RAMP_C_000094462",1,1,0,0,0,NA
"RAMP_C_000094475",1,1,0,0,0,NA
"RAMP_C_000094515",1,1,0,0,0,NA
"RAMP_C_000094521",1,1,0,0,0,NA
"RAMP_C_000094529",1,1,0,0,0,NA
"RAMP_C_000094536",1,1,0,0,0,NA
"RAMP_C_000094549",1,1,0,0,0,NA
"RAMP_C_000094559",1,1,0,0,0,NA
"RAMP_C_000094575",1,1,0,0,0,NA
"RAMP_C_000094591",1,1,0,0,0,NA
"RAMP_C_000094611",1,1,0,0,0,NA
"RAMP_C_000094621",1,1,0,0,0,NA
"RAMP_C_000094630",1,1,0,0,0,NA
"RAMP_C_000094637",1,1,0,0,0,NA
"RAMP_C_000094652",1,1,0,0,0,NA
"RAMP_C_000094665",1,1,0,0,0,NA
"RAMP_C_000094668",1,1,0,0,0,NA
"RAMP_C_000094700",1,1,0,0,0,NA
"RAMP_C_000094701",1,1,0,0,0,NA
"RAMP_C_000094709",1,1,0,0,0,NA
"RAMP_C_000094717",1,1,0,0,0,NA
"RAMP_C_000094728",1,1,0,0,0,NA
"RAMP_C_000094743",1,1,0,0,0,NA
"RAMP_C_000094753",1,1,0,0,0,NA
"RAMP_C_000094761",1,1,0,0,0,NA
"RAMP_C_000094770",1,1,0,0,0,NA
"RAMP_C_000094779",1,1,0,0,0,NA
"RAMP_C_000094790",1,1,0,0,0,NA
"RAMP_C_000094791",1,1,0,0,0,NA
"RAMP_C_000094815",1,1,0,0,0,NA
"RAMP_C_000094824",1,1,0,0,0,NA
"RAMP_C_000094832",1,1,0,0,0,NA
"RAMP_C_000094841",1,1,0,0,0,NA
"RAMP_C_000094856",1,1,0,0,0,NA
"RAMP_C_000094858",1,1,0,0,0,NA
"RAMP_C_000094860",1,1,0,0,0,NA
"RAMP_C_000094869",1,1,0,0,0,NA
"RAMP_C_000094873",1,1,0,0,0,NA
"RAMP_C_000094881",1,1,0,0,0,NA
"RAMP_C_000094886",1,1,0,0,0,NA
"RAMP_C_000094888",1,1,0,0,0,NA
"RAMP_C_000094891",1,1,0,0,0,NA
"RAMP_C_000094895",1,1,0,0,0,NA
"RAMP_C_000094901",1,1,0,0,0,NA
"RAMP_C_000094908",1,1,0,0,0,NA
"RAMP_C_000094916",1,1,0,0,0,NA
"RAMP_C_000094926",1,1,0,0,0,NA
"RAMP_C_000094936",1,1,0,0,0,NA
"RAMP_C_000094957",1,1,0,0,0,NA
"RAMP_C_000094958",1,1,0,0,0,NA
"RAMP_C_000094963",1,1,0,0,0,NA
"RAMP_C_000094965",1,1,0,0,0,NA
"RAMP_C_000094972",1,1,0,0,0,NA
"RAMP_C_000094989",1,1,0,0,0,NA
"RAMP_C_000094999",1,1,0,0,0,NA
"RAMP_C_000095007",1,1,0,0,0,NA
"RAMP_C_000095015",1,1,0,0,0,NA
"RAMP_C_000095060",1,1,0,0,0,NA
"RAMP_C_000095065",1,1,0,0,0,NA
"RAMP_C_000095071",1,1,0,0,0,NA
"RAMP_C_000095095",1,1,0,0,0,NA
"RAMP_C_000095106",1,1,0,0,0,NA
"RAMP_C_000095120",1,1,0,0,0,NA
"RAMP_C_000095125",1,1,0,0,0,NA
"RAMP_C_000095155",1,1,0,0,0,NA
"RAMP_C_000095170",1,1,0,0,0,NA
"RAMP_C_000095174",1,1,0,0,0,NA
"RAMP_C_000095195",1,1,0,0,0,NA
"RAMP_C_000095215",1,1,0,0,0,NA
"RAMP_C_000095224",1,1,0,0,0,NA
"RAMP_C_000095230",1,1,0,0,0,NA
"RAMP_C_000095239",1,1,0,0,0,NA
"RAMP_C_000095263",1,1,0,0,0,NA
"RAMP_C_000095265",1,1,0,0,0,NA
"RAMP_C_000095270",1,1,0,0,0,NA
"RAMP_C_000095301",1,1,0,0,0,NA
"RAMP_C_000095305",1,1,0,0,0,NA
"RAMP_C_000095306",1,1,0,0,0,NA
"RAMP_C_000095307",1,1,0,0,0,NA
"RAMP_C_000095312",1,1,0,0,0,NA
"RAMP_C_000095326",1,1,0,0,0,NA
"RAMP_C_000095333",1,1,0,0,0,NA
"RAMP_C_000095338",1,1,0,0,0,NA
"RAMP_C_000095354",1,1,0,0,0,NA
"RAMP_C_000095370",1,1,0,0,0,"AMN-107"
"RAMP_C_000095377",1,1,0,0,0,NA
"RAMP_C_000095386",1,1,0,0,0,NA
"RAMP_C_000095391",1,1,0,0,0,NA
"RAMP_C_000095400",1,1,0,0,0,NA
"RAMP_C_000095402",1,1,0,0,0,NA
"RAMP_C_000095409",1,1,0,0,0,NA
"RAMP_C_000095416",1,1,0,0,0,NA
"RAMP_C_000095419",1,1,0,0,0,NA
"RAMP_C_000095428",1,1,0,0,0,NA
"RAMP_C_000095432",1,1,0,0,0,NA
"RAMP_C_000095442",1,1,0,0,0,NA
"RAMP_C_000095451",1,1,0,0,0,NA
"RAMP_C_000095461",1,1,0,0,0,NA
"RAMP_C_000095478",1,1,0,0,0,NA
"RAMP_C_000095484",1,1,0,0,0,NA
"RAMP_C_000095498",1,1,0,0,0,NA
"RAMP_C_000095509",1,1,0,0,0,NA
"RAMP_C_000095523",1,1,0,0,0,NA
"RAMP_C_000095575",1,1,0,0,0,NA
"RAMP_C_000095592",1,1,0,0,0,NA
"RAMP_C_000095596",1,1,0,0,0,NA
"RAMP_C_000095639",1,1,0,0,0,NA
"RAMP_C_000095647",1,1,0,0,0,NA
"RAMP_C_000095678",1,1,0,0,0,NA
"RAMP_C_000095679",1,1,0,0,0,NA
"RAMP_C_000095691",1,1,0,0,0,NA
"RAMP_C_000095696",1,1,0,0,0,NA
"RAMP_C_000095710",1,1,0,0,0,NA
"RAMP_C_000095713",1,1,0,0,0,NA
"RAMP_C_000095714",1,1,0,0,0,NA
"RAMP_C_000095732",1,1,0,0,0,NA
"RAMP_C_000095736",1,1,0,0,0,NA
"RAMP_C_000095774",1,1,0,0,0,NA
"RAMP_C_000095786",1,1,0,0,0,NA
"RAMP_C_000095794",1,1,0,0,0,NA
"RAMP_C_000095797",1,1,0,0,0,NA
"RAMP_C_000095799",1,1,0,0,0,NA
"RAMP_C_000095813",1,1,0,0,0,NA
"RAMP_C_000095823",1,1,0,0,0,NA
"RAMP_C_000095827",1,1,0,0,0,NA
"RAMP_C_000095831",1,1,0,0,0,NA
"RAMP_C_000095844",1,1,0,0,0,NA
"RAMP_C_000095854",1,1,0,0,0,NA
"RAMP_C_000095874",1,1,0,0,0,NA
"RAMP_C_000095882",1,1,0,0,0,NA
"RAMP_C_000095913",1,1,0,0,0,NA
"RAMP_C_000095916",1,1,0,0,0,NA
"RAMP_C_000095940",1,1,0,0,0,NA
"RAMP_C_000095962",1,1,0,0,0,NA
"RAMP_C_000095999",1,1,0,0,0,NA
"RAMP_C_000096001",1,1,0,0,0,NA
"RAMP_C_000096017",1,1,0,0,0,NA
"RAMP_C_000096041",1,1,0,0,0,NA
"RAMP_C_000096058",1,1,0,0,0,NA
"RAMP_C_000096059",1,1,0,0,0,NA
"RAMP_C_000096089",1,1,0,0,0,NA
"RAMP_C_000096107",1,1,0,0,0,NA
"RAMP_C_000096117",1,1,0,0,0,NA
"RAMP_C_000096141",1,1,0,0,0,NA
"RAMP_C_000096143",1,1,0,0,0,NA
"RAMP_C_000096147",1,1,0,0,0,NA
"RAMP_C_000096168",1,1,0,0,0,NA
"RAMP_C_000096187",1,1,0,0,0,NA
"RAMP_C_000096191",1,1,0,0,0,NA
"RAMP_C_000096208",1,1,0,0,0,NA
"RAMP_C_000096239",1,1,0,0,0,NA
"RAMP_C_000096242",1,1,0,0,0,NA
"RAMP_C_000096246",1,1,0,0,0,NA
"RAMP_C_000096247",1,1,0,0,0,NA
"RAMP_C_000096316",1,1,0,0,0,NA
"RAMP_C_000096327",1,1,0,0,0,NA
"RAMP_C_000096331",1,1,0,0,0,NA
"RAMP_C_000096336",1,1,0,0,0,NA
"RAMP_C_000096337",1,1,0,0,0,NA
"RAMP_C_000096343",1,1,0,0,0,NA
"RAMP_C_000096346",1,1,0,0,0,NA
"RAMP_C_000096353",1,1,0,0,0,NA
"RAMP_C_000096369",1,1,0,0,0,NA
"RAMP_C_000096387",1,1,0,0,0,NA
"RAMP_C_000096408",1,1,0,0,0,NA
"RAMP_C_000096420",1,1,0,0,0,NA
"RAMP_C_000096422",1,1,0,0,0,NA
"RAMP_C_000096424",1,1,0,0,0,NA
"RAMP_C_000096431",1,1,0,0,0,NA
"RAMP_C_000096441",1,1,0,0,0,NA
"RAMP_C_000096452",1,1,0,0,0,NA
"RAMP_C_000096487",1,1,0,0,0,NA
"RAMP_C_000096493",1,1,0,0,0,NA
"RAMP_C_000096514",1,1,0,0,0,NA
"RAMP_C_000096537",1,1,0,0,0,NA
"RAMP_C_000096539",1,1,0,0,0,NA
"RAMP_C_000096563",1,1,0,0,0,NA
"RAMP_C_000096566",1,1,0,0,0,NA
"RAMP_C_000096572",1,1,0,0,0,NA
"RAMP_C_000096594",1,1,0,0,0,NA
"RAMP_C_000096604",1,1,0,0,0,NA
"RAMP_C_000096607",1,1,0,0,0,NA
"RAMP_C_000096665",1,1,0,0,0,NA
"RAMP_C_000096706",1,1,0,0,0,NA
"RAMP_C_000096710",1,1,0,0,0,NA
"RAMP_C_000096722",1,1,0,0,0,NA
"RAMP_C_000096737",1,1,0,0,0,NA
"RAMP_C_000096753",1,1,0,0,0,NA
"RAMP_C_000096775",1,1,0,0,0,NA
"RAMP_C_000096783",1,1,0,0,0,NA
"RAMP_C_000096810",1,1,0,0,0,NA
"RAMP_C_000096813",1,1,0,0,0,NA
"RAMP_C_000096826",1,1,0,0,0,NA
"RAMP_C_000096845",1,1,0,0,0,NA
"RAMP_C_000096847",1,1,0,0,0,NA
"RAMP_C_000096853",1,1,0,0,0,NA
"RAMP_C_000096864",1,1,0,0,0,NA
"RAMP_C_000096930",1,1,0,0,0,NA
"RAMP_C_000096931",1,1,0,0,0,NA
"RAMP_C_000096949",1,1,0,0,0,NA
"RAMP_C_000096953",1,1,0,0,0,NA
"RAMP_C_000096959",1,1,0,0,0,NA
"RAMP_C_000096960",1,1,0,0,0,NA
"RAMP_C_000096963",1,1,0,0,0,NA
"RAMP_C_000096991",1,1,0,0,0,NA
"RAMP_C_000096992",1,1,0,0,0,NA
"RAMP_C_000097021",1,1,0,0,0,NA
"RAMP_C_000097029",1,1,0,0,0,NA
"RAMP_C_000097031",1,1,0,0,0,NA
"RAMP_C_000097032",1,1,0,0,0,NA
"RAMP_C_000097035",1,1,0,0,0,NA
"RAMP_C_000097042",1,1,0,0,0,NA
"RAMP_C_000097076",1,1,0,0,0,NA
"RAMP_C_000097077",1,1,0,0,0,NA
"RAMP_C_000097084",1,1,0,0,0,NA
"RAMP_C_000097104",1,1,0,0,0,NA
"RAMP_C_000097115",1,1,0,0,0,NA
"RAMP_C_000097120",1,1,0,0,0,NA
"RAMP_C_000097126",1,1,0,0,0,NA
"RAMP_C_000097146",1,1,0,0,0,NA
"RAMP_C_000097156",1,1,0,0,0,NA
"RAMP_C_000097175",1,1,0,0,0,NA
"RAMP_C_000097176",1,1,0,0,0,NA
"RAMP_C_000097191",1,1,0,0,0,NA
"RAMP_C_000097196",1,1,0,0,0,NA
"RAMP_C_000097223",1,1,0,0,0,NA
"RAMP_C_000097224",1,1,0,0,0,NA
"RAMP_C_000097229",1,1,0,0,0,NA
"RAMP_C_000097233",1,1,0,0,0,NA
"RAMP_C_000097251",1,1,0,0,0,NA
"RAMP_C_000097262",1,1,0,0,0,NA
"RAMP_C_000097285",1,1,0,0,0,NA
"RAMP_C_000097290",1,1,0,0,0,NA
"RAMP_C_000097302",1,1,0,0,0,NA
"RAMP_C_000097351",1,1,0,0,0,NA
"RAMP_C_000097360",1,1,0,0,0,NA
"RAMP_C_000097361",1,1,0,0,0,NA
"RAMP_C_000097363",1,1,0,0,0,NA
"RAMP_C_000097377",1,1,0,0,0,NA
"RAMP_C_000097420",1,1,0,0,0,NA
"RAMP_C_000097430",1,1,0,0,0,NA
"RAMP_C_000097473",1,1,0,0,0,NA
"RAMP_C_000097479",1,1,0,0,0,NA
"RAMP_C_000097494",1,1,0,0,0,NA
"RAMP_C_000097530",1,1,0,0,0,NA
"RAMP_C_000097534",1,1,0,0,0,NA
"RAMP_C_000097536",1,1,0,0,0,NA
"RAMP_C_000097538",1,1,0,0,0,NA
"RAMP_C_000097540",1,1,0,0,0,NA
"RAMP_C_000097543",1,1,0,0,0,NA
"RAMP_C_000097568",1,1,0,0,0,NA
"RAMP_C_000097582",1,1,0,0,0,NA
"RAMP_C_000097602",1,1,0,0,0,NA
"RAMP_C_000097610",1,1,0,0,0,NA
"RAMP_C_000097617",1,1,0,0,0,NA
"RAMP_C_000097622",1,1,0,0,0,NA
"RAMP_C_000097625",1,1,0,0,0,NA
"RAMP_C_000097665",1,1,0,0,0,NA
"RAMP_C_000097685",1,1,0,0,0,NA
"RAMP_C_000097690",1,1,0,0,0,NA
"RAMP_C_000097713",1,1,0,0,0,NA
"RAMP_C_000097722",1,1,0,0,0,NA
"RAMP_C_000097726",1,1,0,0,0,NA
"RAMP_C_000097750",1,1,0,0,0,NA
"RAMP_C_000097751",1,1,0,0,0,NA
"RAMP_C_000097755",1,1,0,0,0,NA
"RAMP_C_000097757",1,1,0,0,0,NA
"RAMP_C_000097768",1,1,0,0,0,NA
"RAMP_C_000097769",1,1,0,0,0,NA
"RAMP_C_000097778",1,1,0,0,0,NA
"RAMP_C_000097797",1,1,0,0,0,NA
"RAMP_C_000097833",1,1,0,0,0,NA
"RAMP_C_000097835",1,1,0,0,0,NA
"RAMP_C_000097856",1,1,0,0,0,NA
"RAMP_C_000097863",1,1,0,0,0,NA
"RAMP_C_000097869",1,1,0,0,0,NA
"RAMP_C_000097899",1,1,0,0,0,NA
"RAMP_C_000097909",1,1,0,0,0,NA
"RAMP_C_000097916",1,1,0,0,0,NA
"RAMP_C_000097943",1,1,0,0,0,NA
"RAMP_C_000097945",1,1,0,0,0,NA
"RAMP_C_000097960",1,1,0,0,0,NA
"RAMP_C_000097972",1,1,0,0,0,NA
"RAMP_C_000097975",1,1,0,0,0,NA
"RAMP_C_000097988",1,1,0,0,0,NA
"RAMP_C_000097989",1,1,0,0,0,NA
