"metabolites","totpathways","hmdb","kegg","wiki","reac","Synonym"
"RAMP_C_000083337",1,1,0,0,0,NA
"RAMP_C_000083346",1,1,0,0,0,NA
"RAMP_C_000083354",1,1,0,0,0,NA
"RAMP_C_000083371",1,1,0,0,0,NA
"RAMP_C_000083379",1,1,0,0,0,NA
"RAMP_C_000083405",1,1,0,0,0,NA
"RAMP_C_000083433",1,1,0,0,0,NA
"RAMP_C_000083450",1,1,0,0,0,NA
"RAMP_C_000083456",1,1,0,0,0,NA
"RAMP_C_000083470",1,1,0,0,0,NA
"RAMP_C_000083482",1,1,0,0,0,NA
"RAMP_C_000083489",1,1,0,0,0,NA
"RAMP_C_000083490",1,1,0,0,0,NA
"RAMP_C_000083501",1,1,0,0,0,NA
"RAMP_C_000083505",1,1,0,0,0,NA
"RAMP_C_000083506",1,1,0,0,0,NA
"RAMP_C_000083509",1,1,0,0,0,NA
"RAMP_C_000083512",1,1,0,0,0,NA
"RAMP_C_000083528",1,1,0,0,0,NA
"RAMP_C_000083529",1,1,0,0,0,NA
"RAMP_C_000083562",1,1,0,0,0,NA
"RAMP_C_000083583",1,1,0,0,0,NA
"RAMP_C_000083591",1,1,0,0,0,NA
"RAMP_C_000083594",1,1,0,0,0,NA
"RAMP_C_000083596",1,1,0,0,0,NA
"RAMP_C_000083603",1,1,0,0,0,NA
"RAMP_C_000083636",1,1,0,0,0,NA
"RAMP_C_000083642",1,1,0,0,0,NA
"RAMP_C_000083646",1,1,0,0,0,NA
"RAMP_C_000083666",1,1,0,0,0,NA
"RAMP_C_000083680",1,1,0,0,0,NA
"RAMP_C_000083681",1,1,0,0,0,NA
"RAMP_C_000083719",1,1,0,0,0,NA
"RAMP_C_000083724",1,1,0,0,0,NA
"RAMP_C_000083727",1,1,0,0,0,NA
"RAMP_C_000083740",1,1,0,0,0,NA
"RAMP_C_000083746",1,1,0,0,0,NA
"RAMP_C_000083750",1,1,0,0,0,NA
"RAMP_C_000083770",1,1,0,0,0,NA
"RAMP_C_000083772",1,1,0,0,0,NA
"RAMP_C_000083776",1,1,0,0,0,NA
"RAMP_C_000083778",1,1,0,0,0,NA
"RAMP_C_000083793",1,1,0,0,0,NA
"RAMP_C_000083808",1,1,0,0,0,NA
"RAMP_C_000083821",1,1,0,0,0,NA
"RAMP_C_000083824",1,1,0,0,0,NA
"RAMP_C_000083840",1,1,0,0,0,NA
"RAMP_C_000083875",1,1,0,0,0,NA
"RAMP_C_000083884",1,1,0,0,0,NA
"RAMP_C_000083885",1,1,0,0,0,NA
"RAMP_C_000083895",1,1,0,0,0,NA
"RAMP_C_000083918",1,1,0,0,0,NA
"RAMP_C_000083923",1,1,0,0,0,NA
"RAMP_C_000083932",1,1,0,0,0,NA
"RAMP_C_000083938",1,1,0,0,0,NA
"RAMP_C_000083941",1,1,0,0,0,NA
"RAMP_C_000083960",1,1,0,0,0,NA
"RAMP_C_000083980",1,1,0,0,0,NA
"RAMP_C_000083985",1,1,0,0,0,NA
"RAMP_C_000084007",1,1,0,0,0,NA
"RAMP_C_000084017",1,1,0,0,0,NA
"RAMP_C_000084027",1,1,0,0,0,NA
"RAMP_C_000084054",1,1,0,0,0,NA
"RAMP_C_000084055",1,1,0,0,0,NA
"RAMP_C_000084078",1,1,0,0,0,NA
"RAMP_C_000084105",1,1,0,0,0,NA
"RAMP_C_000084117",1,1,0,0,0,NA
"RAMP_C_000084142",1,1,0,0,0,NA
"RAMP_C_000084146",1,1,0,0,0,NA
"RAMP_C_000084188",1,1,0,0,0,NA
"RAMP_C_000084211",1,1,0,0,0,NA
"RAMP_C_000084266",1,1,0,0,0,NA
"RAMP_C_000084271",1,1,0,0,0,NA
"RAMP_C_000084280",1,1,0,0,0,NA
"RAMP_C_000084292",1,1,0,0,0,NA
"RAMP_C_000084303",1,1,0,0,0,NA
"RAMP_C_000084312",1,1,0,0,0,NA
"RAMP_C_000084329",1,1,0,0,0,NA
"RAMP_C_000084339",1,1,0,0,0,NA
"RAMP_C_000084347",1,1,0,0,0,NA
"RAMP_C_000084357",1,1,0,0,0,NA
"RAMP_C_000084363",1,1,0,0,0,NA
"RAMP_C_000084411",1,1,0,0,0,NA
"RAMP_C_000084446",1,1,0,0,0,NA
"RAMP_C_000084455",1,1,0,0,0,NA
"RAMP_C_000084472",1,1,0,0,0,NA
"RAMP_C_000084487",1,1,0,0,0,NA
"RAMP_C_000084488",1,1,0,0,0,NA
"RAMP_C_000084490",1,1,0,0,0,NA
"RAMP_C_000084492",1,1,0,0,0,NA
"RAMP_C_000084500",1,1,0,0,0,NA
"RAMP_C_000084518",1,1,0,0,0,NA
"RAMP_C_000084525",8,1,0,1,6,"CimetidineHcl"
"RAMP_C_000084530",1,1,0,0,0,NA
"RAMP_C_000084552",1,1,0,0,0,NA
"RAMP_C_000084574",1,1,0,0,0,NA
"RAMP_C_000084576",1,1,0,0,0,NA
"RAMP_C_000084580",1,1,0,0,0,NA
"RAMP_C_000084604",1,1,0,0,0,NA
"RAMP_C_000084643",1,1,0,0,0,NA
"RAMP_C_000084667",1,1,0,0,0,NA
"RAMP_C_000084668",1,1,0,0,0,NA
"RAMP_C_000084672",1,1,0,0,0,NA
"RAMP_C_000084696",1,1,0,0,0,NA
"RAMP_C_000084698",1,1,0,0,0,NA
"RAMP_C_000084708",1,1,0,0,0,NA
"RAMP_C_000084747",1,1,0,0,0,NA
"RAMP_C_000084754",1,1,0,0,0,NA
"RAMP_C_000084758",1,1,0,0,0,NA
"RAMP_C_000084784",1,1,0,0,0,NA
"RAMP_C_000084795",1,1,0,0,0,NA
"RAMP_C_000084805",1,1,0,0,0,NA
"RAMP_C_000084829",1,1,0,0,0,NA
"RAMP_C_000084842",1,1,0,0,0,NA
"RAMP_C_000084865",1,1,0,0,0,NA
"RAMP_C_000084874",1,1,0,0,0,NA
"RAMP_C_000084878",1,1,0,0,0,NA
"RAMP_C_000084882",1,1,0,0,0,NA
"RAMP_C_000084891",1,1,0,0,0,NA
"RAMP_C_000084895",1,1,0,0,0,NA
"RAMP_C_000084900",1,1,0,0,0,NA
"RAMP_C_000084905",1,1,0,0,0,NA
"RAMP_C_000084933",1,1,0,0,0,NA
"RAMP_C_000084961",1,1,0,0,0,NA
"RAMP_C_000084968",1,1,0,0,0,NA
"RAMP_C_000084970",1,1,0,0,0,NA
"RAMP_C_000084977",1,1,0,0,0,NA
"RAMP_C_000084998",1,1,0,0,0,NA
"RAMP_C_000085000",1,1,0,0,0,NA
"RAMP_C_000085056",1,1,0,0,0,NA
"RAMP_C_000085057",1,1,0,0,0,NA
"RAMP_C_000085062",1,1,0,0,0,NA
"RAMP_C_000085080",1,1,0,0,0,NA
"RAMP_C_000085094",1,1,0,0,0,NA
"RAMP_C_000085098",1,1,0,0,0,NA
"RAMP_C_000085109",1,1,0,0,0,NA
"RAMP_C_000085110",1,1,0,0,0,NA
"RAMP_C_000085112",1,1,0,0,0,NA
"RAMP_C_000085130",1,1,0,0,0,NA
"RAMP_C_000085140",1,1,0,0,0,NA
"RAMP_C_000085142",1,1,0,0,0,NA
"RAMP_C_000085146",1,1,0,0,0,NA
"RAMP_C_000085186",1,1,0,0,0,NA
"RAMP_C_000085200",1,1,0,0,0,NA
"RAMP_C_000085205",1,1,0,0,0,NA
"RAMP_C_000085210",1,1,0,0,0,NA
"RAMP_C_000085212",1,1,0,0,0,NA
"RAMP_C_000085228",1,1,0,0,0,NA
"RAMP_C_000085229",1,1,0,0,0,NA
"RAMP_C_000085232",1,1,0,0,0,NA
"RAMP_C_000085234",1,1,0,0,0,NA
"RAMP_C_000085239",1,1,0,0,0,NA
"RAMP_C_000085293",1,1,0,0,0,NA
"RAMP_C_000085326",1,1,0,0,0,NA
"RAMP_C_000085333",1,1,0,0,0,NA
"RAMP_C_000085337",1,1,0,0,0,NA
"RAMP_C_000085346",1,1,0,0,0,NA
"RAMP_C_000085349",1,1,0,0,0,NA
"RAMP_C_000085360",1,1,0,0,0,NA
"RAMP_C_000085363",1,1,0,0,0,NA
"RAMP_C_000085366",1,1,0,0,0,NA
"RAMP_C_000085386",1,1,0,0,0,NA
"RAMP_C_000085442",1,1,0,0,0,NA
"RAMP_C_000085448",1,1,0,0,0,NA
"RAMP_C_000085449",1,1,0,0,0,NA
"RAMP_C_000085455",1,1,0,0,0,NA
"RAMP_C_000085456",1,1,0,0,0,NA
"RAMP_C_000085457",1,1,0,0,0,NA
"RAMP_C_000085461",1,1,0,0,0,NA
"RAMP_C_000085477",1,1,0,0,0,NA
"RAMP_C_000085483",1,1,0,0,0,NA
"RAMP_C_000085513",1,1,0,0,0,NA
"RAMP_C_000085549",1,1,0,0,0,NA
"RAMP_C_000085553",1,1,0,0,0,NA
"RAMP_C_000085554",1,1,0,0,0,NA
"RAMP_C_000085556",1,1,0,0,0,NA
"RAMP_C_000085562",1,1,0,0,0,NA
"RAMP_C_000085566",1,1,0,0,0,NA
"RAMP_C_000085568",1,1,0,0,0,NA
"RAMP_C_000085599",1,1,0,0,0,NA
"RAMP_C_000085619",1,1,0,0,0,NA
"RAMP_C_000085631",1,1,0,0,0,NA
"RAMP_C_000085635",1,1,0,0,0,NA
"RAMP_C_000085638",1,1,0,0,0,NA
"RAMP_C_000085675",1,1,0,0,0,NA
"RAMP_C_000085713",1,1,0,0,0,NA
"RAMP_C_000085724",1,1,0,0,0,NA
"RAMP_C_000085739",1,1,0,0,0,NA
"RAMP_C_000085747",1,1,0,0,0,NA
"RAMP_C_000085749",1,1,0,0,0,NA
"RAMP_C_000085755",1,1,0,0,0,NA
"RAMP_C_000085814",1,1,0,0,0,NA
"RAMP_C_000085848",1,1,0,0,0,NA
"RAMP_C_000085850",1,1,0,0,0,NA
"RAMP_C_000085871",1,1,0,0,0,NA
"RAMP_C_000085874",1,1,0,0,0,NA
"RAMP_C_000085877",1,1,0,0,0,NA
"RAMP_C_000085880",1,1,0,0,0,NA
"RAMP_C_000085881",1,1,0,0,0,NA
"RAMP_C_000085898",1,1,0,0,0,NA
"RAMP_C_000085929",1,1,0,0,0,NA
"RAMP_C_000085938",1,1,0,0,0,NA
"RAMP_C_000085946",1,1,0,0,0,NA
"RAMP_C_000085957",1,1,0,0,0,NA
"RAMP_C_000085967",1,1,0,0,0,NA
"RAMP_C_000085972",1,1,0,0,0,NA
"RAMP_C_000085973",1,1,0,0,0,NA
"RAMP_C_000086000",1,1,0,0,0,NA
"RAMP_C_000086002",1,1,0,0,0,NA
"RAMP_C_000086003",1,1,0,0,0,NA
"RAMP_C_000086009",1,1,0,0,0,NA
"RAMP_C_000086068",1,1,0,0,0,NA
"RAMP_C_000086070",1,1,0,0,0,NA
"RAMP_C_000086087",1,1,0,0,0,NA
"RAMP_C_000086115",1,1,0,0,0,NA
"RAMP_C_000086121",1,1,0,0,0,NA
"RAMP_C_000086143",1,1,0,0,0,NA
"RAMP_C_000086144",1,1,0,0,0,NA
"RAMP_C_000086158",1,1,0,0,0,NA
"RAMP_C_000086193",1,1,0,0,0,NA
"RAMP_C_000086210",1,1,0,0,0,NA
"RAMP_C_000086225",1,1,0,0,0,NA
"RAMP_C_000086245",1,1,0,0,0,NA
"RAMP_C_000086271",1,1,0,0,0,NA
"RAMP_C_000086278",1,1,0,0,0,NA
"RAMP_C_000086291",1,1,0,0,0,NA
"RAMP_C_000086294",1,1,0,0,0,NA
"RAMP_C_000086318",1,1,0,0,0,NA
"RAMP_C_000086320",1,1,0,0,0,NA
"RAMP_C_000086329",1,1,0,0,0,NA
"RAMP_C_000086346",1,1,0,0,0,NA
"RAMP_C_000086379",1,1,0,0,0,NA
"RAMP_C_000086387",1,1,0,0,0,NA
"RAMP_C_000086389",1,1,0,0,0,NA
"RAMP_C_000086398",1,1,0,0,0,NA
"RAMP_C_000086408",1,1,0,0,0,NA
"RAMP_C_000086418",1,1,0,0,0,NA
"RAMP_C_000086432",1,1,0,0,0,NA
"RAMP_C_000086433",1,1,0,0,0,NA
"RAMP_C_000086459",1,1,0,0,0,NA
"RAMP_C_000086460",1,1,0,0,0,NA
"RAMP_C_000086477",1,1,0,0,0,NA
"RAMP_C_000086483",1,1,0,0,0,NA
"RAMP_C_000086514",1,1,0,0,0,NA
"RAMP_C_000086537",1,1,0,0,0,NA
"RAMP_C_000086553",1,1,0,0,0,NA
"RAMP_C_000086614",1,1,0,0,0,NA
"RAMP_C_000086663",1,1,0,0,0,NA
"RAMP_C_000086676",1,1,0,0,0,NA
"RAMP_C_000086678",1,1,0,0,0,NA
"RAMP_C_000086691",1,1,0,0,0,NA
"RAMP_C_000086701",1,1,0,0,0,NA
"RAMP_C_000086748",1,1,0,0,0,NA
"RAMP_C_000086760",1,1,0,0,0,NA
"RAMP_C_000086772",1,1,0,0,0,NA
"RAMP_C_000086793",1,1,0,0,0,NA
"RAMP_C_000086800",1,1,0,0,0,NA
"RAMP_C_000086802",1,1,0,0,0,NA
"RAMP_C_000086816",1,1,0,0,0,NA
"RAMP_C_000086822",1,1,0,0,0,NA
"RAMP_C_000086836",1,1,0,0,0,NA
"RAMP_C_000086844",1,1,0,0,0,NA
"RAMP_C_000086884",1,1,0,0,0,NA
"RAMP_C_000086937",1,1,0,0,0,NA
"RAMP_C_000086973",1,1,0,0,0,NA
"RAMP_C_000086977",1,1,0,0,0,NA
"RAMP_C_000086982",1,1,0,0,0,NA
"RAMP_C_000086992",1,1,0,0,0,NA
"RAMP_C_000086998",1,1,0,0,0,NA
"RAMP_C_000087014",1,1,0,0,0,NA
"RAMP_C_000087015",1,1,0,0,0,NA
"RAMP_C_000087022",1,1,0,0,0,NA
"RAMP_C_000087026",1,1,0,0,0,NA
"RAMP_C_000087055",1,1,0,0,0,NA
"RAMP_C_000087074",1,1,0,0,0,NA
"RAMP_C_000087104",1,1,0,0,0,NA
"RAMP_C_000087111",1,1,0,0,0,NA
"RAMP_C_000087117",1,1,0,0,0,NA
"RAMP_C_000087123",1,1,0,0,0,NA
"RAMP_C_000087147",1,1,0,0,0,NA
"RAMP_C_000087151",1,1,0,0,0,NA
"RAMP_C_000087165",1,1,0,0,0,NA
"RAMP_C_000087173",1,1,0,0,0,NA
"RAMP_C_000087219",1,1,0,0,0,NA
"RAMP_C_000087233",1,1,0,0,0,NA
"RAMP_C_000087234",1,1,0,0,0,NA
"RAMP_C_000087241",1,1,0,0,0,NA
"RAMP_C_000087265",1,1,0,0,0,NA
"RAMP_C_000087306",1,1,0,0,0,NA
"RAMP_C_000087314",1,1,0,0,0,NA
"RAMP_C_000087319",1,1,0,0,0,NA
"RAMP_C_000087339",1,1,0,0,0,NA
"RAMP_C_000087374",1,1,0,0,0,NA
"RAMP_C_000087375",1,1,0,0,0,NA
"RAMP_C_000087378",1,1,0,0,0,NA
"RAMP_C_000087393",1,1,0,0,0,NA
"RAMP_C_000087407",1,1,0,0,0,NA
"RAMP_C_000087453",1,1,0,0,0,NA
"RAMP_C_000087457",1,1,0,0,0,NA
"RAMP_C_000087475",1,1,0,0,0,NA
"RAMP_C_000087488",1,1,0,0,0,NA
"RAMP_C_000087490",1,1,0,0,0,NA
"RAMP_C_000087509",1,1,0,0,0,NA
"RAMP_C_000087513",1,1,0,0,0,NA
"RAMP_C_000087537",1,1,0,0,0,NA
"RAMP_C_000087592",1,1,0,0,0,NA
"RAMP_C_000087594",1,1,0,0,0,NA
"RAMP_C_000087613",1,1,0,0,0,NA
"RAMP_C_000087616",1,1,0,0,0,NA
"RAMP_C_000087617",1,1,0,0,0,NA
"RAMP_C_000087620",1,1,0,0,0,NA
"RAMP_C_000087621",1,1,0,0,0,NA
"RAMP_C_000087651",1,1,0,0,0,NA
"RAMP_C_000087656",1,1,0,0,0,NA
"RAMP_C_000087657",1,1,0,0,0,NA
"RAMP_C_000087659",1,1,0,0,0,NA
"RAMP_C_000087674",1,1,0,0,0,NA
"RAMP_C_000087689",1,1,0,0,0,NA
"RAMP_C_000087696",1,1,0,0,0,NA
"RAMP_C_000087702",1,1,0,0,0,NA
"RAMP_C_000087722",1,1,0,0,0,NA
"RAMP_C_000087726",1,1,0,0,0,NA
"RAMP_C_000087754",1,1,0,0,0,NA
"RAMP_C_000087766",1,1,0,0,0,NA
"RAMP_C_000087772",1,1,0,0,0,NA
"RAMP_C_000087773",1,1,0,0,0,NA
"RAMP_C_000087777",1,1,0,0,0,NA
"RAMP_C_000087783",1,1,0,0,0,NA
"RAMP_C_000087821",1,1,0,0,0,NA
"RAMP_C_000087833",6,1,0,0,5,NA
"RAMP_C_000087848",1,1,0,0,0,NA
"RAMP_C_000087851",1,1,0,0,0,NA
"RAMP_C_000087876",1,1,0,0,0,NA
"RAMP_C_000087886",1,1,0,0,0,NA
"RAMP_C_000087910",1,1,0,0,0,NA
"RAMP_C_000087930",1,1,0,0,0,NA
"RAMP_C_000087933",1,1,0,0,0,NA
"RAMP_C_000087937",1,1,0,0,0,NA
"RAMP_C_000087960",1,1,0,0,0,NA
"RAMP_C_000087981",1,1,0,0,0,NA
"RAMP_C_000087984",1,1,0,0,0,NA
"RAMP_C_000087996",1,1,0,0,0,NA
"RAMP_C_000088014",1,1,0,0,0,NA
"RAMP_C_000088045",1,1,0,0,0,NA
"RAMP_C_000088046",1,1,0,0,0,NA
"RAMP_C_000088083",1,1,0,0,0,NA
"RAMP_C_000088091",1,1,0,0,0,NA
"RAMP_C_000088138",1,1,0,0,0,NA
"RAMP_C_000088139",1,1,0,0,0,NA
"RAMP_C_000088160",1,1,0,0,0,NA
"RAMP_C_000088201",1,1,0,0,0,NA
"RAMP_C_000088203",1,1,0,0,0,NA
"RAMP_C_000088230",1,1,0,0,0,NA
"RAMP_C_000088249",1,1,0,0,0,NA
"RAMP_C_000088251",1,1,0,0,0,NA
"RAMP_C_000088278",1,1,0,0,0,NA
"RAMP_C_000088301",1,1,0,0,0,NA
"RAMP_C_000088318",1,1,0,0,0,NA
"RAMP_C_000088332",1,1,0,0,0,NA
"RAMP_C_000088347",1,1,0,0,0,NA
"RAMP_C_000088379",1,1,0,0,0,NA
"RAMP_C_000088388",1,1,0,0,0,NA
"RAMP_C_000088389",1,1,0,0,0,NA
"RAMP_C_000088403",1,1,0,0,0,NA
"RAMP_C_000088415",1,1,0,0,0,NA
"RAMP_C_000088429",1,1,0,0,0,NA
"RAMP_C_000088443",1,1,0,0,0,NA
"RAMP_C_000088461",1,1,0,0,0,NA
"RAMP_C_000088469",1,1,0,0,0,NA
"RAMP_C_000088477",1,1,0,0,0,NA
"RAMP_C_000088478",1,1,0,0,0,NA
"RAMP_C_000088490",1,1,0,0,0,NA
"RAMP_C_000088495",1,1,0,0,0,NA
"RAMP_C_000088511",1,1,0,0,0,NA
"RAMP_C_000088512",1,1,0,0,0,NA
"RAMP_C_000088532",1,1,0,0,0,NA
"RAMP_C_000088538",1,1,0,0,0,NA
"RAMP_C_000088542",1,1,0,0,0,NA
"RAMP_C_000088543",1,1,0,0,0,NA
"RAMP_C_000088544",1,1,0,0,0,NA
"RAMP_C_000088550",1,1,0,0,0,NA
"RAMP_C_000088558",1,1,0,0,0,NA
"RAMP_C_000088561",1,1,0,0,0,NA
"RAMP_C_000088575",1,1,0,0,0,NA
"RAMP_C_000088579",1,1,0,0,0,NA
"RAMP_C_000088593",1,1,0,0,0,NA
"RAMP_C_000088595",1,1,0,0,0,NA
"RAMP_C_000088605",1,1,0,0,0,NA
"RAMP_C_000088612",1,1,0,0,0,NA
"RAMP_C_000088625",1,1,0,0,0,NA
"RAMP_C_000088673",1,1,0,0,0,NA
"RAMP_C_000088699",1,1,0,0,0,NA
"RAMP_C_000088704",1,1,0,0,0,NA
"RAMP_C_000088724",1,1,0,0,0,NA
"RAMP_C_000088726",1,1,0,0,0,NA
"RAMP_C_000088731",1,1,0,0,0,NA
"RAMP_C_000088741",1,1,0,0,0,NA
"RAMP_C_000088751",1,1,0,0,0,NA
"RAMP_C_000088756",1,1,0,0,0,NA
"RAMP_C_000088767",1,1,0,0,0,NA
"RAMP_C_000088772",1,1,0,0,0,NA
"RAMP_C_000088778",1,1,0,0,0,NA
"RAMP_C_000088793",1,1,0,0,0,NA
"RAMP_C_000088817",1,1,0,0,0,NA
"RAMP_C_000088818",1,1,0,0,0,NA
"RAMP_C_000088824",1,1,0,0,0,NA
"RAMP_C_000088827",1,1,0,0,0,NA
"RAMP_C_000088828",1,1,0,0,0,NA
"RAMP_C_000088831",1,1,0,0,0,NA
"RAMP_C_000088886",1,1,0,0,0,NA
"RAMP_C_000088905",1,1,0,0,0,NA
"RAMP_C_000088910",1,1,0,0,0,NA
"RAMP_C_000088919",1,1,0,0,0,NA
"RAMP_C_000088922",1,1,0,0,0,NA
"RAMP_C_000088923",1,1,0,0,0,NA
"RAMP_C_000088924",1,1,0,0,0,NA
"RAMP_C_000088934",1,1,0,0,0,NA
"RAMP_C_000088942",1,1,0,0,0,NA
"RAMP_C_000088952",1,1,0,0,0,NA
"RAMP_C_000088972",1,1,0,0,0,NA
"RAMP_C_000088973",1,1,0,0,0,NA
"RAMP_C_000088975",1,1,0,0,0,NA
"RAMP_C_000088980",1,1,0,0,0,NA
"RAMP_C_000088998",1,1,0,0,0,NA
"RAMP_C_000089011",1,1,0,0,0,NA
"RAMP_C_000089037",1,1,0,0,0,NA
"RAMP_C_000089039",1,1,0,0,0,NA
"RAMP_C_000089044",1,1,0,0,0,NA
"RAMP_C_000089054",1,1,0,0,0,NA
"RAMP_C_000089072",1,1,0,0,0,NA
"RAMP_C_000089097",1,1,0,0,0,NA
"RAMP_C_000089102",1,1,0,0,0,NA
"RAMP_C_000089122",1,1,0,0,0,NA
"RAMP_C_000089170",1,1,0,0,0,NA
"RAMP_C_000089183",1,1,0,0,0,NA
"RAMP_C_000089186",1,1,0,0,0,NA
"RAMP_C_000089194",1,1,0,0,0,NA
"RAMP_C_000089211",1,1,0,0,0,NA
"RAMP_C_000089219",1,1,0,0,0,NA
"RAMP_C_000089220",1,1,0,0,0,NA
"RAMP_C_000089234",1,1,0,0,0,NA
"RAMP_C_000089242",1,1,0,0,0,NA
"RAMP_C_000089248",1,1,0,0,0,NA
"RAMP_C_000089265",1,1,0,0,0,NA
"RAMP_C_000089281",1,1,0,0,0,NA
"RAMP_C_000089305",1,1,0,0,0,NA
"RAMP_C_000089309",1,1,0,0,0,NA
"RAMP_C_000089313",1,1,0,0,0,NA
"RAMP_C_000089355",1,1,0,0,0,NA
"RAMP_C_000089362",1,1,0,0,0,NA
"RAMP_C_000089365",1,1,0,0,0,NA
"RAMP_C_000089389",1,1,0,0,0,NA
"RAMP_C_000089393",1,1,0,0,0,NA
"RAMP_C_000089399",1,1,0,0,0,NA
"RAMP_C_000089400",1,1,0,0,0,NA
"RAMP_C_000089402",1,1,0,0,0,NA
"RAMP_C_000089419",1,1,0,0,0,NA
"RAMP_C_000089431",1,1,0,0,0,NA
"RAMP_C_000089462",1,1,0,0,0,NA
"RAMP_C_000089472",1,1,0,0,0,NA
"RAMP_C_000089484",1,1,0,0,0,NA
"RAMP_C_000089488",1,1,0,0,0,NA
"RAMP_C_000089495",1,1,0,0,0,NA
"RAMP_C_000089522",1,1,0,0,0,NA
"RAMP_C_000089523",1,1,0,0,0,NA
"RAMP_C_000089532",1,1,0,0,0,NA
"RAMP_C_000089541",1,1,0,0,0,NA
"RAMP_C_000089551",1,1,0,0,0,NA
"RAMP_C_000089557",1,1,0,0,0,NA
"RAMP_C_000089575",1,1,0,0,0,NA
"RAMP_C_000089603",1,1,0,0,0,NA
"RAMP_C_000089641",1,1,0,0,0,NA
"RAMP_C_000089678",1,1,0,0,0,NA
"RAMP_C_000089716",1,1,0,0,0,NA
"RAMP_C_000089721",1,1,0,0,0,NA
"RAMP_C_000089737",1,1,0,0,0,NA
"RAMP_C_000089743",1,1,0,0,0,NA
"RAMP_C_000089754",1,1,0,0,0,NA
"RAMP_C_000089767",1,1,0,0,0,NA
"RAMP_C_000089772",1,1,0,0,0,NA
"RAMP_C_000089783",1,1,0,0,0,NA
"RAMP_C_000089790",1,1,0,0,0,NA
"RAMP_C_000089796",1,1,0,0,0,NA
"RAMP_C_000089798",1,1,0,0,0,NA
"RAMP_C_000089802",1,1,0,0,0,NA
"RAMP_C_000089811",1,1,0,0,0,NA
"RAMP_C_000089825",1,1,0,0,0,NA
"RAMP_C_000089855",1,1,0,0,0,NA
"RAMP_C_000089870",1,1,0,0,0,NA
"RAMP_C_000089877",1,1,0,0,0,NA
"RAMP_C_000089881",1,1,0,0,0,NA
"RAMP_C_000089894",1,1,0,0,0,NA
"RAMP_C_000089905",1,1,0,0,0,NA
"RAMP_C_000089910",1,1,0,0,0,NA
"RAMP_C_000089913",1,1,0,0,0,NA
"RAMP_C_000089917",1,1,0,0,0,NA
"RAMP_C_000089927",1,1,0,0,0,NA
"RAMP_C_000089928",1,1,0,0,0,NA
"RAMP_C_000089957",1,1,0,0,0,NA
"RAMP_C_000089965",1,1,0,0,0,NA
"RAMP_C_000089966",1,1,0,0,0,NA
"RAMP_C_000089976",1,1,0,0,0,NA
"RAMP_C_000089981",1,1,0,0,0,NA
"RAMP_C_000090017",1,1,0,0,0,NA
"RAMP_C_000090030",1,1,0,0,0,NA
"RAMP_C_000090032",1,1,0,0,0,NA
"RAMP_C_000090046",1,1,0,0,0,NA
"RAMP_C_000090106",1,1,0,0,0,NA
"RAMP_C_000090108",1,1,0,0,0,NA
"RAMP_C_000090116",1,1,0,0,0,NA
"RAMP_C_000090119",1,1,0,0,0,NA
"RAMP_C_000090151",1,1,0,0,0,NA
"RAMP_C_000090154",1,1,0,0,0,NA
"RAMP_C_000090190",1,1,0,0,0,NA
"RAMP_C_000090191",1,1,0,0,0,NA
"RAMP_C_000090195",1,1,0,0,0,NA
"RAMP_C_000090213",1,1,0,0,0,NA
"RAMP_C_000090220",1,1,0,0,0,NA
"RAMP_C_000090236",1,1,0,0,0,NA
"RAMP_C_000090248",1,1,0,0,0,NA
"RAMP_C_000090254",1,1,0,0,0,NA
"RAMP_C_000090258",1,1,0,0,0,NA
"RAMP_C_000090280",1,1,0,0,0,NA
"RAMP_C_000090286",1,1,0,0,0,NA
"RAMP_C_000090296",1,1,0,0,0,NA
"RAMP_C_000090299",1,1,0,0,0,NA
"RAMP_C_000090309",1,1,0,0,0,NA
"RAMP_C_000090315",1,1,0,0,0,NA
"RAMP_C_000090321",1,1,0,0,0,NA
"RAMP_C_000090331",1,1,0,0,0,NA
"RAMP_C_000090370",1,1,0,0,0,NA
"RAMP_C_000090382",1,1,0,0,0,NA
"RAMP_C_000090394",1,1,0,0,0,NA
"RAMP_C_000090396",1,1,0,0,0,NA
"RAMP_C_000090397",1,1,0,0,0,NA
"RAMP_C_000090403",1,1,0,0,0,NA
"RAMP_C_000090440",1,1,0,0,0,NA
"RAMP_C_000090441",1,1,0,0,0,NA
"RAMP_C_000090449",1,1,0,0,0,NA
"RAMP_C_000090466",1,1,0,0,0,NA
"RAMP_C_000090550",1,1,0,0,0,NA
"RAMP_C_000090560",1,1,0,0,0,NA
"RAMP_C_000090568",1,1,0,0,0,NA
"RAMP_C_000090580",1,1,0,0,0,NA
"RAMP_C_000090585",1,1,0,0,0,NA
"RAMP_C_000090595",1,1,0,0,0,NA
"RAMP_C_000090620",1,1,0,0,0,NA
"RAMP_C_000090633",1,1,0,0,0,NA
"RAMP_C_000090634",1,1,0,0,0,NA
"RAMP_C_000090635",1,1,0,0,0,NA
"RAMP_C_000090647",1,1,0,0,0,NA
"RAMP_C_000090657",1,1,0,0,0,NA
"RAMP_C_000090661",1,1,0,0,0,NA
"RAMP_C_000090707",1,1,0,0,0,NA
"RAMP_C_000090708",1,1,0,0,0,NA
"RAMP_C_000090727",1,1,0,0,0,NA
"RAMP_C_000090797",1,1,0,0,0,NA
"RAMP_C_000090801",1,1,0,0,0,NA
